,enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
1551,26477,city_67,0.855,Male,Has relevent experience,Full time course,Graduate,STEM,5,10/49,Pvt Ltd,1,240,0.0
15982,25127,city_16,0.91,Male,Has relevent experience,Full time course,,,5,100-500,Pvt Ltd,2,66,0.0
15275,1153,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,Business Degree,5,<10,Pvt Ltd,1,25,0.0
2891,28559,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,1,22,0.0
8709,27170,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,<1,,,2,23,1.0
17727,20857,city_45,0.89,Female,No relevent experience,no_enrollment,Phd,STEM,>20,<10,Public Sector,4,87,0.0
9917,15334,city_99,0.915,Male,Has relevent experience,no_enrollment,Masters,STEM,9,10000+,Public Sector,2,68,1.0
6445,4140,city_93,0.865,Male,Has relevent experience,no_enrollment,High School,,>20,50-99,Pvt Ltd,never,156,0.0
10161,32986,city_19,0.682,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Pvt Ltd,1,45,0.0
16703,21635,city_21,0.624,,Has relevent experience,Full time course,Graduate,STEM,,5000-9999,Pvt Ltd,1,242,0.0
10368,31120,city_21,0.624,Male,Has relevent experience,Full time course,Masters,STEM,>20,1000-4999,Pvt Ltd,>4,4,0.0
13840,12670,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,1,50-99,Pvt Ltd,1,9,1.0
16954,30102,city_28,0.939,,No relevent experience,no_enrollment,Masters,Business Degree,>20,10000+,Pvt Ltd,>4,42,1.0
13048,651,city_28,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Funded Startup,1,72,0.0
15400,15836,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,1000-4999,Pvt Ltd,>4,78,0.0
4906,10807,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,15,0.0
13652,6143,city_117,0.698,,Has relevent experience,no_enrollment,Phd,STEM,15,<10,Pvt Ltd,never,138,0.0
6995,30451,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,5,,,2,113,1.0
2472,4717,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,13,,,1,28,0.0
5083,15987,city_159,0.843,,Has relevent experience,no_enrollment,Masters,STEM,12,50-99,Public Sector,1,4,0.0
127,28074,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,NGO,>4,17,0.0
15212,16455,city_159,0.843,Male,Has relevent experience,no_enrollment,Masters,STEM,19,10/49,Pvt Ltd,1,56,0.0
11618,8654,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,7,10/49,Funded Startup,1,135,0.0
8548,29821,city_118,0.722,Male,Has relevent experience,no_enrollment,Graduate,Other,13,50-99,Funded Startup,2,54,0.0
16461,33122,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,2,12,0.0
5356,6223,city_160,0.92,,Has relevent experience,Full time course,Graduate,STEM,8,100-500,Pvt Ltd,,8,0.0
1324,19832,city_114,0.926,Male,Has relevent experience,no_enrollment,High School,,11,50-99,Pvt Ltd,1,9,0.0
3140,9062,city_155,0.556,Male,Has relevent experience,Full time course,Graduate,STEM,1,500-999,Pvt Ltd,never,46,0.0
6024,47,city_16,0.91,,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Funded Startup,1,14,0.0
4881,25262,city_16,0.91,Other,Has relevent experience,no_enrollment,Masters,No Major,10,<10,Pvt Ltd,1,105,0.0
16283,18821,city_65,0.802,Male,Has relevent experience,no_enrollment,Masters,STEM,10,500-999,,1,32,0.0
19150,32313,city_160,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Public Sector,3,23,0.0
1279,6990,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Pvt Ltd,2,44,0.0
12549,23974,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,,Pvt Ltd,2,51,0.0
5185,27849,city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,500-999,Pvt Ltd,1,134,1.0
17985,32706,city_160,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,11,1000-4999,Pvt Ltd,>4,23,0.0
14411,32079,city_116,0.743,Male,Has relevent experience,no_enrollment,Masters,STEM,5,1000-4999,Pvt Ltd,2,31,1.0
180,27708,city_94,0.698,Male,No relevent experience,Full time course,Graduate,STEM,5,5000-9999,,,24,1.0
9099,22386,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,18,,,never,72,1.0
13356,25429,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,33,0.0
10876,23044,city_136,0.897,Female,No relevent experience,Full time course,Masters,STEM,8,100-500,Public Sector,1,35,0.0
13657,922,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,14,100-500,Pvt Ltd,4,13,0.0
16226,18673,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,500-999,,1,54,0.0
991,25916,city_64,0.6659999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Pvt Ltd,2,14,0.0
17261,13563,city_11,0.55,Male,Has relevent experience,Part time course,Masters,STEM,7,10/49,Pvt Ltd,2,45,1.0
2461,9583,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,17,5000-9999,Pvt Ltd,>4,67,1.0
4053,31906,city_73,0.754,Male,Has relevent experience,Full time course,Graduate,Other,7,,,4,78,0.0
3900,17741,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,19,100-500,Pvt Ltd,>4,48,1.0
1250,2353,city_21,0.624,Male,No relevent experience,Full time course,,,2,,,1,31,1.0
2402,4592,city_24,0.698,Male,No relevent experience,Full time course,High School,,2,,,,18,0.0
18350,12901,city_28,0.939,,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,2,40,0.0
15437,17636,city_114,0.926,Male,No relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,308,0.0
2046,6428,city_165,0.903,Male,Has relevent experience,no_enrollment,Graduate,Other,12,50-99,Funded Startup,1,11,0.0
3665,10857,city_11,0.55,,No relevent experience,Full time course,Graduate,STEM,1,,,1,101,1.0
5887,7652,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,,,never,28,1.0
3038,14317,city_103,0.92,Female,No relevent experience,no_enrollment,Masters,STEM,7,1000-4999,Pvt Ltd,2,22,0.0
18723,21405,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,,,1,8,0.0
3913,19045,city_116,0.743,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,1,34,0.0
17185,19112,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,15,10000+,NGO,>4,51,0.0
2286,15502,city_67,0.855,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Funded Startup,>4,23,0.0
17801,19488,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,8,50-99,Early Stage Startup,1,5,0.0
18040,2476,city_57,0.866,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,1,23,0.0
7374,17555,city_21,0.624,Male,No relevent experience,Full time course,High School,,11,,,never,50,1.0
17227,29448,city_158,0.7659999999999999,Male,No relevent experience,no_enrollment,High School,,1,,,never,83,1.0
5149,31714,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,3,,,1,51,0.0
528,19702,city_73,0.754,Male,No relevent experience,Part time course,High School,,4,1000-4999,Pvt Ltd,1,280,1.0
2277,22119,city_46,0.762,,Has relevent experience,Full time course,Graduate,STEM,3,100-500,Pvt Ltd,2,83,0.0
10896,10869,city_65,0.802,,Has relevent experience,no_enrollment,High School,,3,<10,Pvt Ltd,2,64,0.0
6425,20149,city_103,0.92,,Has relevent experience,Full time course,Graduate,STEM,4,100-500,,,78,1.0
13831,29829,city_46,0.762,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,,,>4,16,1.0
12344,16933,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,2,184,0.0
8867,32864,city_16,0.91,Male,No relevent experience,Part time course,Graduate,STEM,1,,,1,90,1.0
12772,27022,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,9,50-99,Pvt Ltd,,22,0.0
3322,13270,city_160,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,23,1.0
12154,27035,city_167,0.921,Male,Has relevent experience,Full time course,Masters,STEM,5,100-500,Pvt Ltd,1,10,0.0
11051,28583,city_114,0.926,Male,Has relevent experience,no_enrollment,High School,,5,,,never,10,0.0
12932,7616,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,3,,,2,226,1.0
10892,10770,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,<1,,,2,67,0.0
3104,8920,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10/49,Pvt Ltd,1,43,1.0
9540,18392,city_101,0.5579999999999999,Male,No relevent experience,Part time course,Graduate,Other,<1,,,2,304,1.0
17442,6528,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,10000+,Pvt Ltd,>4,102,0.0
4026,7670,city_103,0.92,,No relevent experience,Full time course,Graduate,STEM,9,,,1,28,1.0
17097,10210,city_99,0.915,,Has relevent experience,no_enrollment,Graduate,STEM,4,<10,Early Stage Startup,1,69,0.0
1686,19669,city_73,0.754,Male,Has relevent experience,Part time course,Graduate,STEM,7,10/49,Pvt Ltd,1,28,0.0
3086,19706,city_11,0.55,,Has relevent experience,Full time course,Primary School,,,<10,Early Stage Startup,,62,1.0
14169,28613,city_114,0.926,Male,Has relevent experience,no_enrollment,High School,,15,10/49,Pvt Ltd,>4,53,0.0
19089,11669,city_114,0.926,Male,Has relevent experience,Full time course,Masters,STEM,19,50-99,Pvt Ltd,4,27,0.0
17037,20307,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,,,1,76,1.0
13839,31275,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,,,2,11,1.0
17065,8159,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,2,,,never,37,0.0
11825,14910,city_114,0.926,Male,Has relevent experience,Part time course,Graduate,STEM,14,10000+,Pvt Ltd,>4,98,0.0
14184,16148,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,,10000+,Pvt Ltd,1,136,0.0
7549,8015,city_136,0.897,Female,No relevent experience,no_enrollment,Phd,STEM,9,50-99,Public Sector,4,222,0.0
9038,17738,city_99,0.915,,No relevent experience,Full time course,Graduate,,5,,,1,18,1.0
15932,22306,city_128,0.527,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,,,1,264,0.0
756,4980,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,9,50-99,Pvt Ltd,2,123,0.0
17983,17822,city_19,0.682,Male,No relevent experience,Full time course,Graduate,STEM,2,,,1,68,1.0
15744,31068,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,5,10/49,NGO,1,113,1.0
18495,2412,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,12,<10,Funded Startup,2,113,0.0
8153,15784,city_136,0.897,,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,>4,68,0.0
10392,20442,city_89,0.925,Female,Has relevent experience,no_enrollment,Masters,STEM,7,100-500,Pvt Ltd,1,20,0.0
10238,22852,city_57,0.866,Male,No relevent experience,no_enrollment,High School,,15,100-500,Pvt Ltd,3,14,0.0
2108,9738,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,13,,,3,77,1.0
10877,9256,city_173,0.878,,Has relevent experience,no_enrollment,Graduate,STEM,17,10/49,Pvt Ltd,>4,43,0.0
5733,19524,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,9,,,1,26,1.0
11526,16459,city_57,0.866,,Has relevent experience,no_enrollment,Graduate,STEM,14,50-99,Pvt Ltd,>4,66,0.0
11758,29535,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,5000-9999,Pvt Ltd,2,36,0.0
12290,6438,city_160,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,118,1.0
13268,23473,city_21,0.624,Male,No relevent experience,Full time course,Masters,STEM,3,,,1,55,1.0
14589,9741,city_114,0.926,Male,Has relevent experience,Part time course,High School,,12,,,>4,114,1.0
5807,4055,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,Pvt Ltd,1,86,0.0
15355,31364,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,>20,5000-9999,Pvt Ltd,1,106,0.0
6751,6554,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,10/49,Funded Startup,1,23,0.0
16515,29866,city_74,0.579,Male,Has relevent experience,no_enrollment,Masters,STEM,7,50-99,Pvt Ltd,1,30,1.0
11033,25746,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,11,,,never,46,0.0
15165,4131,city_103,0.92,Male,No relevent experience,no_enrollment,Phd,STEM,>20,5000-9999,NGO,>4,7,0.0
16103,3704,city_67,0.855,,No relevent experience,Full time course,Graduate,STEM,8,,Pvt Ltd,never,6,0.0
9936,7429,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,3,86,0.0
3099,24733,city_41,0.8270000000000001,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,,,>4,298,0.0
10913,11453,city_114,0.926,Male,No relevent experience,no_enrollment,Masters,STEM,>20,<10,Pvt Ltd,>4,214,0.0
8530,4961,city_145,0.555,Male,No relevent experience,Full time course,High School,,2,,,never,17,0.0
16986,6937,city_65,0.802,,No relevent experience,Full time course,Masters,STEM,3,,,,302,0.0
3375,19392,city_158,0.7659999999999999,,No relevent experience,Part time course,Graduate,STEM,4,10/49,Pvt Ltd,1,9,0.0
9499,32890,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,100-500,Pvt Ltd,1,53,0.0
15638,27514,city_103,0.92,,Has relevent experience,no_enrollment,Masters,STEM,18,500-999,Public Sector,>4,45,0.0
12116,32885,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,10/49,Pvt Ltd,2,7,0.0
12394,3128,city_103,0.92,Male,No relevent experience,no_enrollment,Masters,STEM,16,,,>4,60,0.0
14101,13247,city_19,0.682,,No relevent experience,Full time course,Graduate,STEM,1,,,1,292,1.0
18394,17489,city_19,0.682,Male,Has relevent experience,Full time course,Graduate,STEM,8,10/49,Pvt Ltd,1,47,0.0
2366,31114,city_162,0.767,,No relevent experience,,High School,,5,,,1,32,1.0
17144,23036,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,5,<10,Funded Startup,2,103,0.0
18149,2548,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,1,54,0.0
18340,12090,city_114,0.926,Male,No relevent experience,no_enrollment,,,5,,,never,108,0.0
8567,28013,city_118,0.722,Male,Has relevent experience,Full time course,Graduate,STEM,5,50-99,,1,36,0.0
3594,16958,city_65,0.802,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,2,22,0.0
10243,16378,city_138,0.836,Male,Has relevent experience,Full time course,High School,,5,10000+,Pvt Ltd,1,58,0.0
2624,31394,city_103,0.92,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,10000+,Public Sector,1,33,0.0
6623,9767,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,5000-9999,Pvt Ltd,1,106,0.0
18,2156,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,never,23,1.0
7965,24713,city_103,0.92,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,,,3,43,0.0
232,20791,city_16,0.91,,No relevent experience,Full time course,Graduate,STEM,2,,,2,108,1.0
4572,2204,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,100-500,Pvt Ltd,1,29,0.0
7379,30179,city_103,0.92,,No relevent experience,no_enrollment,Graduate,STEM,6,1000-4999,Public Sector,1,5,0.0
1536,31519,city_21,0.624,,No relevent experience,Full time course,Graduate,STEM,4,,,never,37,1.0
14598,20779,city_114,0.926,,Has relevent experience,no_enrollment,Masters,STEM,15,,,1,126,0.0
10360,18675,city_11,0.55,Male,No relevent experience,Full time course,Graduate,STEM,4,,,1,43,0.0
4958,14714,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,4,10/49,Pvt Ltd,4,109,1.0
9536,24542,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,Other,4,,,1,16,0.0
6978,9415,city_98,0.949,,Has relevent experience,no_enrollment,Masters,STEM,>20,,,>4,70,0.0
6287,21455,city_114,0.926,,Has relevent experience,no_enrollment,Graduate,STEM,3,10000+,Pvt Ltd,1,55,0.0
6371,7316,city_65,0.802,Male,Has relevent experience,Full time course,Graduate,STEM,8,,,1,30,1.0
4066,10763,city_136,0.897,Female,No relevent experience,Full time course,Masters,Humanities,5,,Public Sector,2,94,0.0
6464,28217,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,2,,,never,107,1.0
17336,31146,city_10,0.895,Male,Has relevent experience,Part time course,Graduate,STEM,3,10/49,Pvt Ltd,never,33,0.0
11305,25838,city_136,0.897,Male,No relevent experience,Full time course,Graduate,STEM,7,,,never,34,0.0
1091,6021,city_103,0.92,,Has relevent experience,,Masters,No Major,>20,100-500,Pvt Ltd,never,29,0.0
3990,6589,city_83,0.923,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,5000-9999,Pvt Ltd,1,40,0.0
8298,14573,city_114,0.926,Male,No relevent experience,Part time course,Masters,STEM,16,,Public Sector,never,10,1.0
5930,11732,city_28,0.939,Male,Has relevent experience,no_enrollment,Phd,STEM,11,<10,Pvt Ltd,1,133,0.0
13877,9809,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,2,29,0.0
17878,17497,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,<10,Pvt Ltd,1,17,0.0
4983,31589,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,10/49,Pvt Ltd,3,54,0.0
15743,15014,city_145,0.555,Male,Has relevent experience,Part time course,Graduate,STEM,2,10/49,Pvt Ltd,1,19,1.0
18686,19804,city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,10,5000-9999,Pvt Ltd,1,23,0.0
15481,18773,city_133,0.742,Male,No relevent experience,Full time course,Graduate,STEM,2,,,never,220,1.0
8048,26369,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,,,1,32,1.0
7554,19434,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,1000-4999,Pvt Ltd,1,11,1.0
5245,30931,city_21,0.624,,No relevent experience,Full time course,Graduate,STEM,8,100-500,Pvt Ltd,2,192,1.0
4264,30008,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,Business Degree,3,1000-4999,Pvt Ltd,2,2,0.0
6503,27168,city_64,0.6659999999999999,Male,Has relevent experience,no_enrollment,High School,,17,50-99,Funded Startup,1,71,0.0
14440,16425,city_67,0.855,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,10000+,,4,16,0.0
2449,6104,city_98,0.949,Male,Has relevent experience,no_enrollment,Masters,STEM,5,100-500,Pvt Ltd,1,67,0.0
6416,20458,city_36,0.893,,Has relevent experience,no_enrollment,Graduate,STEM,14,100-500,Early Stage Startup,1,15,1.0
5270,5690,city_67,0.855,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,,,4,109,1.0
7142,6369,city_103,0.92,,No relevent experience,no_enrollment,Graduate,STEM,16,,,>4,54,1.0
13244,14833,city_114,0.926,Male,No relevent experience,Full time course,Graduate,No Major,5,,,,28,0.0
525,28415,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,,,1,60,0.0
2951,10567,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,2,89,0.0
7773,29368,city_71,0.884,Male,Has relevent experience,no_enrollment,Primary School,,11,1000-4999,Pvt Ltd,1,52,0.0
10198,872,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,100-500,Pvt Ltd,1,18,0.0
2069,7819,city_21,0.624,,No relevent experience,Full time course,Graduate,STEM,6,,,never,12,0.0
16758,23769,city_101,0.5579999999999999,Male,Has relevent experience,Part time course,Graduate,STEM,3,50-99,Pvt Ltd,2,330,0.0
1136,628,city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Pvt Ltd,>4,4,1.0
17314,2914,city_114,0.926,Male,Has relevent experience,no_enrollment,,,>20,,Pvt Ltd,3,58,0.0
6740,22949,city_16,0.91,Male,No relevent experience,no_enrollment,Graduate,Humanities,8,50-99,Pvt Ltd,1,182,0.0
